id,description,name,material,finish,size,price,price_unit,design_types,applications,quantity_per_box,area_per_box,area_unit,faces,origin,laying_patterns,product_url,image_url,last_updated,image_path
tl-creama-silvia-marble,TL Creama Silvia Marble is a ceramic tile with marble design It features a matte finish in 400x400 mm size,TL Creama Silvia Marble,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Marble,"Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,4,India,-,https://orientbell.com/tl-creama-silvia-marble,https://images.orientbell.com/media/catalog/product/t/l/tl_creama_silvia_marble_f1.jpg,2025-01-03 00:10:11,../Backend/images_final/tl_creama_silvia_marble.jpg
tl-creama-breccia-marble,TL Creama Breccia Marble is a ceramic tile with marble design It features a matte finish in 400x400 mm size,TL Creama Breccia Marble,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Marble,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,4,India,-,https://orientbell.com/tl-creama-breccia-marble,https://images.orientbell.com/media/catalog/product/t/l/tl_creama_breccia_marble_f1.jpg,2025-01-03 00:10:19,../Backend/images_final/tl_creama_breccia_marble.jpg
tl-creama-small-mosaic,TL Creama Small Mosaic is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Creama Small Mosaic,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-creama-small-mosaic,https://images.orientbell.com/media/catalog/product/t/l/tl_creama_small_mosaic.jpg,2025-01-03 00:10:32,../Backend/images_final/tl_creama_small_mosaic.jpg
tl-creama-hexa-brick,TL Creama Hexa Brick is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Creama Hexa Brick,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-creama-hexa-brick,https://images.orientbell.com/media/catalog/product/t/l/tl_creama_hexa_brick.jpg,2025-01-03 00:10:46,../Backend/images_final/tl_creama_hexa_brick.jpg
tl-almond-engraving-terrazzo,TL Almond Engraving Terrazzo is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Almond Engraving Terrazzo,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-almond-engraving-terrazzo,https://images.orientbell.com/media/catalog/product/t/l/tl_almond_engraving_terrazzo.jpg,2025-01-03 00:11:00,../Backend/images_final/tl_almond_engraving_terrazzo.jpg
tl-beige-bulgaria-stone,TL Beige Bulgaria Stone is a ceramic tile with marble design It features a matte finish in 400x400 mm size,TL Beige Bulgaria Stone,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Marble,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,4,India,-,https://orientbell.com/tl-beige-bulgaria-stone,https://images.orientbell.com/media/catalog/product/t/l/tl_beige_bulgaria_stone_f1.jpg,2025-01-03 00:11:11,../Backend/images_final/tl_beige_bulgaria_stone.jpg
tl-beige-silvia-marble,TL Beige Silvia Marble is a ceramic tile with marble design It features a matte finish in 400x400 mm size,TL Beige Silvia Marble,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Marble,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,4,India,-,https://orientbell.com/tl-beige-silvia-marble,https://images.orientbell.com/media/catalog/product/t/l/tl_beige_silvia_marble_f1.jpg,2025-01-03 00:11:22,../Backend/images_final/tl_beige_silvia_marble.jpg
tl-beige-breccia-marble,TL Beige Breccia Marble is a ceramic tile with marble design It features a matte finish in 400x400 mm size,TL Beige Breccia Marble,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Marble,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,4,India,-,https://orientbell.com/tl-beige-breccia-marble,https://images.orientbell.com/media/catalog/product/t/l/tl_beige_breccia_marble_f1.jpg,2025-01-03 00:11:34,../Backend/images_final/tl_beige_breccia_marble.jpg
tl-beige-pinwheel-moroccan,TL Beige Pinwheel Moroccan is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Beige Pinwheel Moroccan,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-beige-pinwheel-moroccan,https://images.orientbell.com/media/catalog/product/t/l/tl_beige_pinwheel_moroccan.jpg,2025-01-03 00:11:43,../Backend/images_final/tl_beige_pinwheel_moroccan.jpg
tl-brown-baroque-earthen,TL Brown Baroque Earthen is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Brown Baroque Earthen,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-brown-baroque-earthen,https://images.orientbell.com/media/catalog/product/t/l/tl_brown_baroque_earthen.jpg,2025-01-03 00:11:51,../Backend/images_final/tl_brown_baroque_earthen.jpg
tl-multi-art-baroque-earthen,TL Multi Art Baroque Earthen is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Multi Art Baroque Earthen,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-multi-art-baroque-earthen,https://images.orientbell.com/media/catalog/product/t/l/tl_multi_art_baroque_earthen.jpg,2025-01-03 00:12:03,../Backend/images_final/tl_multi_art_baroque_earthen.jpg
tl-brown-earthen,TL Brown Earthen is a ceramic tile with cement design It features a matte finish in 400x400 mm size,TL Brown Earthen,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Cement,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-brown-earthen,https://images.orientbell.com/media/catalog/product/t/l/tl_brown_earthen.jpg,2025-01-03 00:12:15,../Backend/images_final/tl_brown_earthen.jpg
tl-brown-small-mosaic,TL Brown Small Mosaic is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Brown Small Mosaic,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-brown-small-mosaic,https://images.orientbell.com/media/catalog/product/t/l/tl_brown_small_mosaic.jpg,2025-01-03 00:12:25,../Backend/images_final/tl_brown_small_mosaic.jpg
tl-brown-rustic-pinwheel,TL Brown Rustic Pinwheel is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Brown Rustic Pinwheel,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-brown-rustic-pinwheel,https://images.orientbell.com/media/catalog/product/t/l/tl_brown_rustic_pinwheel.jpg,2025-01-03 00:12:34,../Backend/images_final/tl_brown_rustic_pinwheel.jpg
tl-brown-modern-inlay,TL Brown Modern Inlay is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Brown Modern Inlay,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-brown-modern-inlay,https://images.orientbell.com/media/catalog/product/t/l/tl_brown_modern_inlay.jpg,2025-01-03 00:12:47,../Backend/images_final/tl_brown_modern_inlay.jpg
tl-taupe-baroque-bulgaria-stone,TL Taupe Baroque Bulgaria Stone is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Taupe Baroque Bulgaria Stone,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-taupe-baroque-bulgaria-stone,https://images.orientbell.com/media/catalog/product/t/l/tl_taupe_baroque_bulgaria_stone.jpg,2025-01-03 00:12:57,../Backend/images_final/tl_taupe_baroque_bulgaria_stone.jpg
tl-taupe-bulgaria-stone,TL Taupe Bulgaria Stone is a ceramic tile with marble design It features a matte finish in 400x400 mm size,TL Taupe Bulgaria Stone,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Marble,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-taupe-bulgaria-stone,https://images.orientbell.com/media/catalog/product/t/l/tl_taupe_bulgaria_stone_f1.jpg,2025-01-03 00:13:10,../Backend/images_final/tl_taupe_bulgaria_stone.jpg
tl-soft-grey-sandy,TL Soft Grey Sandy is a ceramic tile with cement design It features a matte finish in 400x400 mm size,TL Soft Grey Sandy,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Cement,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,4,India,-,https://orientbell.com/tl-soft-grey-sandy,https://images.orientbell.com/media/catalog/product/t/l/tl_soft_grey_sandy_f1.jpg,2025-01-03 00:13:23,../Backend/images_final/tl_soft_grey_sandy.jpg
tl-grey-sandy-medallion-art,TL Grey Sandy Medallion Art is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Grey Sandy Medallion Art,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-grey-sandy-medallion-art,https://images.orientbell.com/media/catalog/product/t/l/tl_grey_sandy_medallion_art.jpg,2025-01-03 00:13:29,../Backend/images_final/tl_grey_sandy_medallion_art.jpg
tl-grey-dk-sandy,TL Grey DK Sandy is a ceramic tile with cement design It features a matte finish in 400x400 mm size,TL Grey DK Sandy,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Cement,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-grey-dk-sandy,https://images.orientbell.com/media/catalog/product/t/l/tl_grey_dk_sandy_f1.jpg,2025-01-03 00:13:38,../Backend/images_final/tl_grey_dk_sandy.jpg
tl-silver-terrazzo,TL Silver Terrazzo is a ceramic tile with granite design It features a matte finish in 400x400 mm size,TL Silver Terrazzo,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Granite,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-silver-terrazzo,https://images.orientbell.com/media/catalog/product/t/l/tl_silver_terrazzo.jpg,2025-01-03 00:13:51,../Backend/images_final/tl_silver_terrazzo.jpg
tl-grey-engraving-terrazzo,TL Grey Engraving Terrazzo is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Grey Engraving Terrazzo,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-grey-engraving-terrazzo,https://images.orientbell.com/media/catalog/product/t/l/tl_grey_engraving_terrazzo.jpg,2025-01-03 00:14:01,../Backend/images_final/tl_grey_engraving_terrazzo.jpg
tl-grey-terrazzo,TL Grey Terrazzo is a ceramic tile with granite design It features a matte finish in 400x400 mm size,TL Grey Terrazzo,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Granite,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-grey-terrazzo,https://images.orientbell.com/media/catalog/product/t/l/tl_grey_terrazzo.jpg,2025-01-03 00:14:10,../Backend/images_final/tl_grey_terrazzo.jpg
tl-grey-silvia-marble,TL Grey Silvia Marble is a ceramic tile with marble design It features a matte finish in 400x400 mm size,TL Grey Silvia Marble,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Marble,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,4,India,-,https://orientbell.com/tl-grey-silvia-marble,https://images.orientbell.com/media/catalog/product/t/l/tl_grey_silvia_marble_f4.jpg,2025-01-03 00:14:20,../Backend/images_final/tl_grey_silvia_marble.jpg
tl-grey-small-mosaic,TL Grey Small Mosaic is a ceramic tile with marble design It features a matte finish in 400x400 mm size,TL Grey Small Mosaic,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Marble,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-grey-small-mosaic,https://images.orientbell.com/media/catalog/product/t/l/tl_grey_small_mosaic.jpg,2025-01-03 00:14:30,../Backend/images_final/tl_grey_small_mosaic.jpg
tl-grey-hexa-brick,TL Grey Hexa Brick is a ceramic tile with marble design It features a matte finish in 400x400 mm size,TL Grey Hexa Brick,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Marble,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-grey-hexa-brick,https://images.orientbell.com/media/catalog/product/t/l/tl_grey_hexa_brick.jpg,2025-01-03 00:14:46,../Backend/images_final/tl_grey_hexa_brick.jpg
tl-grey-modern-inlay,TL Grey Modern Inlay is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Grey Modern Inlay,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-grey-modern-inlay,https://images.orientbell.com/media/catalog/product/t/l/tl_grey_modern_inlay.jpg,2025-01-03 00:14:53,../Backend/images_final/tl_grey_modern_inlay.jpg
tl-pale-grey-soapstone,TL Pale Grey Soapstone is a ceramic tile with cement design It features a matte finish in 400x400 mm size,TL Pale Grey Soapstone,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Cement,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,4,India,-,https://orientbell.com/tl-pale-grey-soapstone,https://images.orientbell.com/media/catalog/product/t/l/tl_pale_grey_soapstone_f1.jpg,2025-01-03 00:15:01,../Backend/images_final/tl_pale_grey_soapstone.jpg
tl-grey-baroque-soapstone,TL Grey Baroque Soapstone is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Grey Baroque Soapstone,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-grey-baroque-soapstone,https://images.orientbell.com/media/catalog/product/t/l/tl_grey_baroque_soapstone.jpg,2025-01-03 00:15:25,../Backend/images_final/tl_grey_baroque_soapstone.jpg
tl-grey-baroque-faux,TL Grey Baroque Faux is a ceramic tile with cement design It features a matte finish in 400x400 mm size,TL Grey Baroque Faux,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Cement,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-grey-baroque-faux,https://images.orientbell.com/media/catalog/product/t/l/tl_grey_baroque_faux.jpg,2025-01-03 00:15:34,../Backend/images_final/tl_grey_baroque_faux.jpg
tl-charcoal-grey-soapstone,TL Charcoal Grey Soapstone is a ceramic tile with cement design It features a matte finish in 400x400 mm size,TL Charcoal Grey Soapstone,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Cement,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,4,India,-,https://orientbell.com/tl-charcoal-grey-soapstone,https://images.orientbell.com/media/catalog/product/t/l/tl_charcoal_grey_soapstone_f1.jpg,2025-01-03 00:15:43,../Backend/images_final/tl_charcoal_grey_soapstone.jpg
tl-pearl-grey-silvia-marble,TL Pearl Grey Silvia Marble is a ceramic tile with marble design It features a matte finish in 400x400 mm size,TL Pearl Grey Silvia Marble,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Marble,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,4,India,-,https://orientbell.com/tl-pearl-grey-silvia-marble,https://images.orientbell.com/media/catalog/product/t/l/tl_pearl_grey_silvia_marble_f1.jpg,2025-01-03 00:15:52,../Backend/images_final/tl_pearl_grey_silvia_marble.jpg
tl-platinum-small-mosaic,TL Platinum Small Mosaic is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Platinum Small Mosaic,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-platinum-small-mosaic,https://images.orientbell.com/media/catalog/product/t/l/tl_platinum_small_mossaic_1.jpg,2025-01-03 00:16:03,../Backend/images_final/tl_platinum_small_mosaic.jpg
tl-grey-multi-hexa-brick-floral,TL Grey Multi Hexa Brick Floral is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Grey Multi Hexa Brick Floral,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-grey-multi-hexa-brick-floral,https://images.orientbell.com/media/catalog/product/t/l/tl_grey_multi_hexa_brick_floral.jpg,2025-01-03 00:16:23,../Backend/images_final/tl_grey_multi_hexa_brick_floral.jpg
tl-multi-small-mosaic-square,TL Multi Small Mosaic Square is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Multi Small Mosaic Square,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-multi-small-mosaic-square,https://images.orientbell.com/media/catalog/product/t/l/tl_multi_small_mosaic_square.jpg,2025-01-03 00:16:31,../Backend/images_final/tl_multi_small_mosaic_square.jpg
